"team","age","height","weight","gp","pts","reb","ast","net_rating","oreb_pct","dreb_pct","usg_pct","ts_pct","ast_pct"
"CLE","Prime","Medium","Medium","41","Low","Low","Low","Negative","Low","Medium","Medium","Solid","Medium"
"LAL","Young","Medium","Medium","65","Low","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"CHI","Young","Medium","Medium","34","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"OKC","Young","Medium","Light","33","Low","Low","Low","Negative","Low","Low","Medium","Solid","Medium"
"ORL","Prime","Medium","Light","28","Low","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"MIL","Veteran","Medium","Medium","52","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"CHA","Young","Medium","Medium","64","Medium","Medium","Low","Average","Low","Medium","Medium","Solid","Medium"
"DEN","Young","Medium","Medium","42","Low","Low","Low","Negative","Low","Medium","Low","Elite","Low"
"CHI","Prime","Medium","Light","58","High","Low","Medium","Average","Low","Medium","High","Elite","Medium"
"TOR","Prime","Medium","Medium","50","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"MEM","Young","Medium","Medium","59","Low","Low","Low","Average","Medium","Medium","Low","Elite","Low"
"NOP","Prime","Tall","Medium","47","Low","Medium","Low","Average","High","High","Low","Solid","Low"
"DAL","Prime","Tall","Medium","53","Low","Low","Low","Positive","Medium","Medium","Low","Elite","Low"
"DEN","Prime","Medium","Light","56","Medium","Low","Low","Positive","Low","Medium","Medium","Solid","Medium"
"LAL","Veteran","Medium","Medium","58","Low","Low","Low","Average","Low","Low","Low","LowEff","Low"
"NOP","Prime","Medium","Light","41","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"NYK","Veteran","Medium","Medium","45","Low","Medium","Low","Positive","High","Medium","Low","Elite","Low"
"NOP","Young","Medium","Medium","21","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"DET","Veteran","Medium","Medium","46","Low","Low","Low","Average","Low","Low","Low","Elite","Low"
"DEN","Young","Medium","Medium","41","Low","Low","Low","Negative","Low","Medium","Low","Solid","Low"
"MIA","Prime","Medium","Medium","33","Medium","Low","Medium","Average","Low","Medium","High","LowEff","Medium"
"MEM","Prime","Short","Light","70","Low","Low","Low","Average","Low","Low","Low","LowEff","High"
"PHI","Young","Medium","Light","61","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"SAC","Young","Medium","Light","58","Medium","Low","Medium","Negative","Low","Low","Low","Solid","Medium"
"BKN","Prime","Medium","Light","39","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"MIA","Young","Medium","Light","54","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"DET","Young","Medium","Medium","32","Low","Low","Low","Average","Medium","Medium","Low","Elite","Low"
"MIN","Prime","Short","Light","51","Low","Low","Low","Negative","Low","Low","Low","LowEff","High"
"IND","Prime","Medium","Light","69","Low","Low","Medium","Average","Low","Medium","Low","Solid","High"
"POR","Prime","Medium","Medium","70","Low","Medium","Low","Average","Low","Medium","Low","Solid","Low"
"MIN","Prime","Medium","Light","68","Low","Low","Medium","Negative","Low","Medium","Low","LowEff","High"
"SAC","Prime","Tall","Medium","61","Medium","Medium","Low","Average","Medium","Medium","Low","Elite","Low"
"BKN","Young","Medium","Medium","26","Low","Low","Low","Negative","High","High","Medium","LowEff","Low"
"LAC","Veteran","Medium","Medium","67","Low","Low","Low","Positive","Low","Medium","Medium","Solid","Medium"
"NYK","Prime","Medium","Medium","65","Low","Low","Low","Average","Low","Medium","Low","Elite","Low"
"WAS","Prime","Medium","Light","64","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"LAC","Veteran","Medium","Light","45","Low","Low","Medium","Average","Low","Medium","Low","Solid","High"
"NYK","Young","Medium","Medium","72","Medium","Medium","Low","Average","Low","Medium","Medium","Solid","Medium"
"ORL","Young","Medium","Light","51","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"SAS","Young","Medium","Medium","20","Low","Low","Low","Negative","Low","Low","Low","Solid","Medium"
"MIA","Young","Medium","Medium","61","Low","Low","Low","Negative","Medium","Medium","Medium","Solid","Low"
"BOS","Young","Medium","Light","66","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"TOR","Prime","Medium","Medium","27","Low","Low","Low","Average","Low","Medium","Low","Elite","Low"
"PHI","Young","Medium","Medium","26","Low","Low","Low","Positive","High","Medium","Medium","Solid","Medium"
"DEN","Veteran","Medium","Medium","56","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Medium"
"LAC","Veteran","Medium","Medium","54","Medium","Medium","Medium","Positive","Low","Medium","High","Solid","Medium"
"SAS","Veteran","Medium","Light","68","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"CHI","Young","Medium","Medium","71","Low","Low","Low","Negative","Low","Medium","Low","Solid","Low"
"LAC","Veteran","Medium","Medium","38","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"LAC","Veteran","Medium","Light","37","Low","Low","Low","Positive","Low","Medium","Low","Solid","Medium"
"MIL","Prime","Medium","Medium","69","Low","Low","Low","Positive","Low","Medium","Low","Solid","Low"
"TOR","Prime","Medium","Medium","56","Medium","Medium","Medium","Average","Low","Medium","High","Solid","Medium"
"DEN","Young","Medium","Medium","50","Low","Low","Low","Positive","Low","Medium","Low","LowEff","Medium"
"CLE","Prime","Medium","Light","23","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"IND","Young","Medium","Medium","21","Low","Medium","Low","Positive","Medium","Medium","Low","Elite","Low"
"WAS","Veteran","Tall","Heavy","71","Low","Low","Low","Average","Medium","Low","Low","Elite","Low"
"TOR","Prime","Medium","Medium","55","Low","Low","Low","Negative","Low","Low","Low","LowEff","Low"
"OKC","Young","Medium","Medium","66","Low","Low","Low","Negative","Low","Medium","Medium","Solid","Medium"
"NOP","Prime","Tall","Medium","58","Low","Medium","Low","Average","High","Medium","Low","Solid","Low"
"HOU","Prime","Medium","Medium","51","Low","Low","Low","Negative","Low","Medium","Low","Solid","Low"
"GSW","Veteran","Medium","Light","63","High","Medium","Medium","Average","Low","Medium","High","Elite","High"
"TOR","Prime","Medium","Medium","61","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"ATL","Prime","Medium","Medium","71","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"ATL","Young","Medium","Medium","33","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"ORL","Prime","Medium","Medium","21","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"DEN","Prime","Medium","Light","34","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"PHI","Young","Medium","Medium","63","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"OKC","Young","Medium","Light","35","Medium","Low","Medium","Negative","Low","Medium","High","Elite","High"
"PHI","Prime","Medium","Light","57","Medium","Low","Low","Positive","Low","Low","Low","Elite","Medium"
"MIL","Young","Medium","Medium","21","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"LAC","Veteran","Tall","Medium","41","Low","Medium","Low","Positive","Medium","High","Medium","Solid","Medium"
"DET","Young","Medium","Medium","56","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"MIL","Prime","Medium","Medium","30","Low","Low","Low","Negative","Low","Low","Low","Elite","Medium"
"DET","Young","Medium","Medium","70","Low","Low","Low","Negative","Low","Medium","Medium","Solid","Low"
"DET","Young","Medium","Light","48","Low","Low","Low","Negative","Low","Low","Low","Solid","High"
"CHI","Prime","Medium","Light","44","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"WAS","Veteran","Medium","Light","65","Medium","High","High","Average","Low","High","High","LowEff","High"
"WAS","Young","Medium","Medium","57","Medium","Medium","Low","Average","Low","Medium","Low","Solid","Low"
"UTA","Prime","Tall","Medium","71","Medium","High","Low","Positive","High","High","Low","Elite","Low"
"SAS","Veteran","Medium","Medium","63","Low","Low","Low","Average","Low","Medium","Medium","Solid","Low"
"UTA","Prime","Medium","Medium","71","Low","Medium","Low","Positive","Low","Medium","Low","Solid","Medium"
"BOS","Prime","Medium","Medium","56","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"ATL","Young","Medium","Medium","50","Low","Low","Low","Negative","Medium","Medium","Low","Elite","Low"
"ORL","Young","Tall","Medium","54","Low","Medium","Low","Negative","Medium","High","Medium","Solid","Medium"
"TOR","Young","Medium","Medium","43","Medium","Medium","Low","Average","Low","Medium","Medium","Elite","Low"
"HOU","Young","Medium","Medium","45","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Low"
"BKN","Veteran","Tall","Medium","35","High","Medium","Medium","Positive","Low","Medium","High","Elite","High"
"ATL","Young","Medium","Light","69","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"NYK","Young","Medium","Medium","42","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"CLE","Veteran","Medium","Medium","25","Low","Medium","Low","Negative","Low","High","Medium","Solid","Medium"
"HOU","Young","Medium","Light","26","Medium","Low","Medium","Negative","Low","Low","Medium","Solid","High"
"GSW","Prime","Medium","Medium","61","Low","Low","Low","Positive","Medium","Medium","Low","Solid","Medium"
"TOR","Prime","Medium","Medium","67","Low","Medium","Low","Average","High","Medium","Low","Solid","Low"
"MIL","Prime","Medium","Medium","68","Medium","Medium","Medium","Positive","Low","Medium","Medium","Solid","Medium"
"DET","Young","Medium","Light","26","Low","Low","Medium","Negative","Low","Low","Medium","LowEff","High"
"NOP","Young","Medium","Light","54","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"LAL","Prime","Medium","Medium","67","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"NYK","Young","Medium","Medium","62","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"MEM","Prime","Medium","Medium","69","Medium","Medium","Low","Average","Low","Medium","Medium","Solid","Medium"
"SAC","Young","Medium","Light","31","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"LAL","Prime","Tall","Medium","68","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Low"
"TOR","Veteran","Short","Light","46","Medium","Low","Medium","Average","Low","Medium","Medium","Solid","High"
"BKN","Prime","Medium","Light","54","High","Low","Medium","Positive","Low","Medium","High","Elite","High"
"BKN","Veteran","Tall","Medium","26","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"CHA","Young","Medium","Light","51","Medium","Medium","Medium","Average","Low","Medium","Medium","Solid","High"
"CLE","Young","Medium","Medium","40","Low","Low","Low","Negative","Low","Medium","Low","Solid","Low"
"BKN","Young","Medium","Light","61","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"PHX","Prime","Medium","Light","40","Low","Low","Low","Average","Low","Low","Low","Elite","Low"
"CLE","Prime","Medium","Medium","35","Low","Medium","Low","Negative","Low","Medium","Low","Solid","Medium"
"CHI","Young","Tall","Medium","51","Medium","Low","Low","Average","Low","Medium","Medium","Elite","Low"
"LAL","Veteran","Medium","Medium","45","High","Medium","Medium","Positive","Low","High","High","Elite","High"
"SAS","Young","Medium","Medium","60","Low","Low","Low","Negative","Low","Low","Medium","Solid","Low"
"DAL","Prime","Tall","Medium","43","Medium","Medium","Low","Average","Medium","High","High","Solid","Low"
"NOP","Young","Medium","Light","55","Medium","Low","Medium","Average","Low","Medium","Medium","Solid","Medium"
"GSW","Veteran","Medium","Light","67","Low","Low","Low","Positive","Low","Medium","Low","Solid","Medium"
"MIA","Prime","Medium","Light","56","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"GSW","Young","Medium","Light","51","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"DAL","Young","Medium","Light","39","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"OKC","Young","Medium","Light","21","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"NOP","Prime","Medium","Medium","47","Low","Medium","Low","Average","Low","High","Low","Solid","Medium"
"DET","Young","Medium","Medium","62","Medium","Low","Low","Average","Low","Medium","High","LowEff","Medium"
"MIN","Young","Medium","Medium","59","Low","Low","Low","Negative","Low","Low","Low","Solid","Low"
"DAL","Prime","Medium","Light","59","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"MIL","Veteran","Medium","Medium","59","Medium","Low","Medium","Positive","Low","Low","Medium","Solid","High"
"GSW","Prime","Medium","Medium","53","Low","Low","Low","Average","Low","Medium","Low","Elite","Medium"
"MIN","Prime","Medium","Medium","52","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"NYK","Prime","Medium","Medium","71","Medium","Medium","Medium","Average","Low","High","High","Solid","High"
"IND","Veteran","Medium","Light","72","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"MIL","Prime","Medium","Medium","34","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"SAC","Young","Medium","Light","36","Low","Low","Low","Negative","Low","Low","Medium","Solid","Medium"
"OKC","Prime","Medium","Medium","66","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Medium"
"MEM","Prime","Medium","Medium","26","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"POR","Prime","Tall","Heavy","37","Low","Medium","Low","Positive","Medium","High","Medium","Solid","Medium"
"UTA","Young","Medium","Medium","29","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Medium"
"MIA","Young","Medium","Medium","37","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"MIN","Prime","Tall","Medium","50","High","Medium","Medium","Average","Medium","High","High","Elite","Medium"
"LAC","Prime","Medium","Medium","52","High","Medium","Medium","Positive","Low","Medium","High","Elite","Medium"
"SAS","Prime","Medium","Medium","30","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"IND","Prime","Medium","Medium","35","Low","Low","Low","Positive","Medium","Medium","Medium","Solid","Low"
"SAS","Young","Medium","Medium","69","Medium","Medium","Low","Average","Low","Medium","Medium","Solid","Low"
"HOU","Prime","Tall","Medium","70","Medium","Medium","Low","Average","Low","Medium","Medium","Elite","Medium"
"GSW","Prime","Medium","Light","55","Medium","Medium","Low","Average","Low","Medium","Medium","Solid","Low"
"OKC","Veteran","Short","Light","43","Medium","Low","Medium","Average","Low","Medium","High","Solid","Medium"
"ATL","Veteran","Medium","Light","66","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"OKC","Young","Medium","Medium","52","Medium","Low","Low","Negative","Low","Low","Medium","LowEff","Low"
"PHI","Veteran","Medium","Medium","51","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"CHA","Young","Medium","Medium","66","Medium","Medium","Low","Average","Low","Medium","Low","Elite","Medium"
"NYK","Young","Tall","Medium","31","Low","Medium","Low","Average","High","Medium","Low","Elite","Low"
"UTA","Young","Medium","Medium","54","Low","Low","Low","Positive","Low","Medium","Low","LowEff","Low"
"ORL","Young","Tall","Medium","46","Low","Medium","Low","Negative","Medium","High","Medium","Solid","Low"
"DEN","Prime","Medium","Light","47","Low","Low","Low","Positive","Low","Low","Low","Solid","Medium"
"LAL","Prime","Medium","Medium","69","Medium","Medium","Low","Average","Medium","Medium","Medium","Elite","Low"
"ORL","Young","Tall","Medium","45","Low","Low","Low","Negative","Low","Medium","Low","Solid","Medium"
"BOS","Young","Tall","Medium","43","Low","Medium","Low","Negative","High","High","Low","Solid","Low"
"GSW","Prime","Medium","Light","60","Low","Low","Low","Average","Low","Low","Low","Elite","Low"
"IND","Prime","Tall","Medium","47","Medium","Medium","Low","Average","Low","Medium","Low","Solid","Low"
"NOP","Young","Medium","Medium","32","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"POR","Young","Medium","Medium","48","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"OKC","Prime","Tall","Medium","35","Low","Low","Low","Average","Low","Medium","Medium","Solid","Low"
"DAL","Young","Medium","Medium","21","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"MIN","Young","Medium","Medium","70","Low","Low","Low","Negative","Medium","Medium","Medium","Solid","Low"
"MIA","Veteran","Tall","Medium","37","Low","Low","Low","Negative","Low","Medium","Low","Solid","Medium"
"NYK","Prime","Tall","Medium","64","Low","Medium","Low","Average","Medium","Medium","Low","Elite","Low"
"NOP","Young","Medium","Medium","46","Low","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"GSW","Young","Medium","Light","30","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","High"
"LAC","Veteran","Medium","Medium","67","Low","Low","Low","Positive","Low","Medium","Low","Elite","Medium"
"BKN","Young","Tall","Medium","32","Low","Low","Low","Positive","Medium","Medium","Low","Elite","Low"
"DAL","Prime","Medium","Medium","45","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"DEN","Prime","Tall","Heavy","72","High","High","High","Positive","Medium","High","High","Elite","High"
"CHI","Prime","Tall","Medium","70","Medium","High","Low","Negative","Medium","High","High","Solid","Medium"
"POR","Prime","Medium","Medium","69","Medium","Low","Low","Average","Low","Low","Medium","Elite","Low"
"ATL","Young","Tall","Medium","33","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Low"
"PHX","Young","Medium","Medium","72","Medium","Low","Low","Positive","Low","Low","Low","Elite","Low"
"UTA","Veteran","Medium","Light","51","Medium","Low","Medium","Positive","Low","Low","Medium","Solid","High"
"DAL","Young","Medium","Medium","66","High","Medium","High","Average","Low","High","High","Solid","High"
"SAS","Young","Tall","Medium","33","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Low"
"LAC","Prime","Medium","Medium","63","Low","Low","Low","Average","Low","Medium","Low","Elite","Medium"
"BOS","Prime","Tall","Medium","31","Low","Low","Low","Positive","Low","Medium","Low","LowEff","Low"
"TOR","Young","Medium","Light","47","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"IND","Prime","Medium","Medium","56","Medium","Low","Medium","Average","Low","Medium","High","Solid","High"
"CHA","Young","Medium","Light","42","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"LAL","Veteran","Tall","Medium","52","Low","Low","Low","Average","Low","Medium","Low","Elite","Medium"
"LAC","Veteran","Medium","Medium","57","Medium","Low","Low","Average","Low","Medium","Medium","Elite","Low"
"LAL","Veteran","Medium","Medium","61","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"DEN","Young","Short","Light","37","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"MIN","Young","Medium","Light","37","Medium","Low","Low","Negative","Low","Medium","Medium","Solid","Medium"
"DEN","Young","Tall","Medium","61","Medium","Medium","Low","Positive","Medium","Medium","Medium","Elite","Low"
"ORL","Prime","Medium","Light","31","Low","Low","Medium","Average","Low","Medium","Medium","LowEff","Medium"
"CLE","Young","Medium","Medium","39","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"MIA","Prime","Medium","Medium","39","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"SAC","Prime","Medium","Medium","37","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"DAL","Prime","Tall","Medium","50","Low","Low","Low","Average","Low","Medium","Low","Elite","Low"
"UTA","Prime","Medium","Light","45","Low","Low","Low","Negative","Low","Medium","Medium","Solid","Low"
"PHI","Young","Medium","Light","65","Low","Low","Low","Average","Low","Low","Low","LowEff","Low"
"DET","Veteran","Tall","Medium","56","Low","Medium","Low","Average","Medium","High","Low","Elite","Medium"
"PHI","Young","Medium","Light","32","Low","Low","Low","Negative","Low","Medium","Medium","Solid","Medium"
"SAC","Young","Tall","Medium","43","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Low"
"HOU","Young","Medium","Medium","24","Low","Low","Low","Positive","Medium","High","Low","LowEff","Low"
"OKC","Young","Medium","Light","30","Low","Low","Low","Negative","Low","Medium","Low","Solid","Medium"
"LAL","Veteran","Medium","Medium","43","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"MEM","Prime","Short","Light","73","Low","Low","Medium","Positive","Low","Low","Low","Solid","High"
"PHI","Young","Medium","Light","75","Medium","Low","Medium","Average","Low","Low","Medium","Solid","Medium"
"IND","Young","Medium","Light","77","Medium","Low","High","Negative","Low","Low","Medium","Solid","High"
"MIA","Young","Medium","Light","66","Medium","Low","Medium","Positive","Low","Medium","High","Solid","Medium"
"ORL","Young","Tall","Medium","62","Medium","Medium","Low","Average","Medium","High","Medium","Elite","Medium"
"MEM","Young","Medium","Light","62","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"DEN","Young","Medium","Medium","41","Low","Low","Low","Average","Medium","Medium","Low","Elite","Low"
"CHI","Prime","Medium","Light","67","High","Low","Medium","Average","Low","Medium","High","Elite","Medium"
"SAS","Young","Tall","Medium","28","Low","Medium","Low","Average","Medium","Medium","Medium","Solid","Medium"
"TOR","Prime","Medium","Medium","38","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"MEM","Young","Medium","Medium","53","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Medium"
"NOP","Prime","Tall","Medium","50","Low","Medium","Low","Average","High","High","Medium","Solid","Medium"
"PHI","Prime","Tall","Medium","20","Low","Low","Low","Positive","Medium","Medium","Low","LowEff","Low"
"DEN","Veteran","Medium","Light","71","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"MIL","Veteran","Medium","Medium","49","Low","Low","Low","Positive","Low","Low","Low","Solid","Low"
"LAL","Prime","Medium","Medium","26","Low","Low","Low","Positive","High","Medium","Low","Solid","Low"
"CHI","Young","Medium","Medium","20","Low","Low","Low","Negative","Medium","Medium","Low","Elite","Low"
"OKC","Young","Medium","Medium","69","Low","Medium","Low","Negative","Low","Medium","Low","LowEff","Low"
"CHI","Young","Medium","Medium","66","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"NYK","Prime","Medium","Medium","80","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"CLE","Young","Tall","Medium","69","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Medium"
"DEN","Veteran","Short","Light","65","Low","Low","Low","Negative","Low","Low","Low","LowEff","High"
"DET","Young","Medium","Medium","53","Low","Low","Low","Negative","Low","Low","Medium","Solid","Low"
"DAL","Young","Medium","Light","58","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"ORL","Young","Tall","Medium","79","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"TOR","Prime","Medium","Light","65","Medium","Low","Medium","Average","Low","Low","Medium","Solid","High"
"PHI","Young","Medium","Light","67","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"MIA","Prime","Medium","Light","68","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"NOP","Veteran","Medium","Light","59","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"HOU","Prime","Medium","Medium","65","Low","Low","Low","Negative","Low","Low","Low","Elite","Low"
"ATL","Veteran","Tall","Medium","44","Low","Low","Low","Negative","Medium","High","Low","Elite","Medium"
"CHA","Veteran","Medium","Medium","49","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"OKC","Young","Medium","Light","48","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"BKN","Veteran","Medium","Light","21","Low","Low","Medium","Average","Low","Medium","Low","LowEff","Medium"
"IND","Young","Tall","Medium","50","Low","Low","Low","Average","High","Medium","Medium","Solid","Medium"
"MIL","Prime","Tall","Medium","67","High","High","Medium","Positive","Medium","High","High","Elite","High"
"MIL","Veteran","Medium","Light","54","Low","Low","Low","Positive","Low","Low","Low","Solid","Medium"
"TOR","Young","Medium","Medium","70","Medium","Low","Low","Average","Low","Low","Medium","Solid","Low"
"GSW","Prime","Medium","Light","71","Low","Low","Low","Positive","Medium","Medium","Low","Elite","Low"
"ORL","Prime","Medium","Medium","61","Low","Low","Low","Negative","Low","Low","Low","Solid","Low"
"NOP","Prime","Medium","Medium","38","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"PHI","Prime","Medium","Medium","76","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"UTA","Prime","Medium","Medium","58","Low","Low","Low","Average","Low","Low","Low","Elite","Low"
"HOU","Veteran","Medium","Medium","57","Medium","Low","Low","Negative","Low","Low","Medium","Elite","Medium"
"POR","Veteran","Medium","Medium","54","Low","Low","Medium","Average","Low","Medium","Medium","LowEff","High"
"MEM","Prime","Medium","Medium","32","Medium","Low","Low","Positive","Low","Low","High","LowEff","Medium"
"MIA","Veteran","Tall","Medium","67","Low","Medium","Low","Average","Medium","High","Low","Elite","Low"
"NOP","Prime","Medium","Light","76","Low","Low","Medium","Average","Low","Low","Medium","LowEff","Medium"
"SAC","Prime","Tall","Medium","62","Medium","High","Medium","Average","Medium","High","Medium","Elite","Medium"
"SAS","Young","Medium","Light","71","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Low"
"PHX","Prime","Medium","Medium","68","High","Low","Medium","Positive","Low","Medium","High","Solid","Medium"
"MEM","Young","Medium","Medium","76","Medium","Low","Low","Positive","Low","Medium","Medium","Solid","Medium"
"BOS","Prime","Medium","Light","75","Medium","Low","Medium","Average","Low","Low","Medium","Solid","Medium"
"NYK","Veteran","Medium","Light","26","Low","Low","Medium","Positive","Low","Low","Medium","Solid","High"
"CHI","Prime","Medium","Medium","51","Low","Low","Low","Average","Medium","Medium","Low","Elite","Low"
"BOS","Young","Medium","Medium","77","Low","Low","Low","Average","Low","Medium","Low","Elite","Low"
"UTA","Prime","Medium","Medium","67","High","Low","Medium","Positive","Low","Low","High","Solid","High"
"DAL","Prime","Medium","Medium","80","Low","Low","Low","Average","Low","Low","Low","Elite","Low"
"BOS","Prime","Tall","Medium","35","Low","Low","Low","Positive","High","High","Low","Solid","Low"
"POR","Young","Medium","Medium","36","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"PHX","Prime","Medium","Light","50","Low","Low","Low","Average","Low","Medium","Low","LowEff","High"
"CLE","Veteran","Medium","Medium","31","Low","Low","Low","Average","Medium","High","Low","Elite","Low"
"SAC","Prime","Medium","Light","42","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"CLE","Prime","Medium","Light","50","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"LAL","Veteran","Tall","Medium","60","Low","Medium","Low","Negative","High","High","Low","Elite","Low"
"MIA","Prime","Medium","Medium","79","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"IND","Young","Medium","Light","48","Low","Low","Low","Negative","Low","Low","Medium","Solid","Medium"
"POR","Prime","Medium","Medium","71","Low","Low","Low","Negative","Medium","Medium","Low","Elite","Medium"
"GSW","Veteran","Medium","Medium","46","Low","Medium","Medium","Positive","Low","High","Low","Solid","High"
"SAS","Prime","Medium","Medium","51","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"OKC","Prime","Medium","Medium","39","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Low"
"MIL","Prime","Medium","Light","66","Low","Low","Low","Average","Low","Low","Low","Elite","Low"
"HOU","Young","Medium","Light","67","Medium","Low","Low","Negative","Low","Low","Medium","Solid","Medium"
"ATL","Young","Medium","Medium","22","Low","Low","Low","Negative","Low","Medium","Medium","Solid","Low"
"CHA","Young","Medium","Medium","55","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"IND","Young","Tall","Medium","51","Low","Medium","Low","Average","High","High","Medium","Solid","Low"
"ORL","Young","Medium","Medium","48","Low","Low","Medium","Negative","Low","Medium","Medium","LowEff","Medium"
"CHA","Young","Medium","Light","31","Low","Low","Low","Negative","Medium","Low","Medium","LowEff","Medium"
"PHI","Veteran","Medium","Medium","65","Medium","Medium","High","Average","Low","Medium","High","Solid","High"
"BKN","Veteran","Medium","Medium","62","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
